country_region,date,res_pct_chnge
Botswana,2020-04-15,NA
Botswana,2020-04-16,NA
Botswana,2020-04-17,NA
Botswana,2020-04-18,NA
Botswana,2020-04-19,NA
Botswana,2020-04-20,NA
Botswana,2020-04-21,NA
Botswana,2020-04-22,NA
Botswana,2020-04-23,NA
Botswana,2020-04-24,NA
Botswana,2020-04-25,NA
Botswana,2020-04-26,NA
Botswana,2020-04-27,NA
Botswana,2020-04-28,NA
Botswana,2020-04-29,NA
Botswana,2020-04-30,NA
Botswana,2020-05-01,NA
Botswana,2020-05-02,NA
Botswana,2020-05-03,NA
Botswana,2020-05-04,NA
Botswana,2020-05-05,NA
Botswana,2020-05-06,NA
Botswana,2020-05-07,NA
Botswana,2020-05-08,NA
Botswana,2020-05-09,NA
Botswana,2020-05-10,NA
Botswana,2020-05-11,NA
Botswana,2020-05-12,NA
Botswana,2020-05-13,NA
Botswana,2020-05-14,NA
Botswana,2020-05-15,NA
Botswana,2020-05-16,NA
Botswana,2020-05-17,NA
Botswana,2020-05-18,NA
Botswana,2020-05-19,NA
Botswana,2020-05-20,NA
Botswana,2020-05-21,NA
Botswana,2020-05-22,NA
Botswana,2020-05-23,NA
Botswana,2020-05-24,NA
Botswana,2020-05-25,NA
Botswana,2020-05-26,NA
Botswana,2020-05-27,NA
Botswana,2020-05-28,NA
Botswana,2020-05-29,NA
Botswana,2020-05-30,NA
Botswana,2020-05-31,NA
Botswana,2020-06-01,NA
Botswana,2020-06-02,NA
Botswana,2020-06-03,NA
Botswana,2020-06-04,NA
Botswana,2020-06-05,NA
Botswana,2020-06-06,NA
Botswana,2020-06-07,NA
Botswana,2020-06-08,NA
Botswana,2020-06-09,NA
Botswana,2020-06-10,NA
Botswana,2020-06-11,NA
Botswana,2020-06-12,NA
Botswana,2020-06-13,NA
Botswana,2020-06-14,NA
Botswana,2020-06-15,NA
Botswana,2020-06-16,NA
Botswana,2020-06-17,NA
Botswana,2020-06-18,NA
Botswana,2020-06-19,NA
Botswana,2020-06-20,NA
Botswana,2020-06-21,NA
Botswana,2020-06-22,NA
Botswana,2020-06-23,NA
Botswana,2020-06-24,NA
Botswana,2020-06-25,NA
Botswana,2020-06-26,NA
Botswana,2020-06-27,NA
Botswana,2020-06-28,NA
Botswana,2020-06-29,NA
Botswana,2020-06-30,NA
Botswana,2020-07-01,NA
Botswana,2020-07-02,NA
Botswana,2020-07-03,NA
Botswana,2020-07-04,NA
Botswana,2020-07-05,NA
Botswana,2020-07-06,NA
Botswana,2020-07-07,NA
Botswana,2020-07-08,NA
Botswana,2020-07-09,NA
Botswana,2020-07-10,NA
Botswana,2020-07-11,NA
Botswana,2020-07-12,NA
Botswana,2020-07-13,NA
Botswana,2020-07-14,NA
Botswana,2020-07-15,NA
Botswana,2020-07-16,NA
Botswana,2020-07-17,NA
Botswana,2020-07-18,NA
Botswana,2020-07-19,NA
Botswana,2020-07-20,NA
Botswana,2020-07-21,NA
Botswana,2020-07-22,NA
Botswana,2020-07-23,NA
Botswana,2020-07-24,NA
Botswana,2020-07-25,NA
Botswana,2020-07-26,NA
Botswana,2020-07-27,NA
Botswana,2020-07-28,NA
Botswana,2020-07-29,NA
Botswana,2020-07-30,NA
Botswana,2020-07-31,NA
Botswana,2020-08-01,NA
Botswana,2020-08-02,NA
Botswana,2020-08-03,NA
Botswana,2020-08-04,NA
Botswana,2020-08-05,NA
Botswana,2020-08-06,NA
Botswana,2020-08-07,NA
Botswana,2020-08-08,NA
Botswana,2020-08-09,NA
Botswana,2020-08-10,NA
Botswana,2020-08-11,NA
Botswana,2020-08-12,NA
Botswana,2020-08-13,NA
Botswana,2020-08-14,NA
Botswana,2020-08-15,NA
Botswana,2020-08-16,NA
Botswana,2020-08-17,12.5
Botswana,2020-08-18,13
Botswana,2020-08-19,12.5
Botswana,2020-08-20,12
Botswana,2020-08-21,11.5
Botswana,2020-08-22,9
Botswana,2020-08-23,10.5
Botswana,2020-08-24,9.5
Botswana,2020-08-25,10
Botswana,2020-08-26,9.5
Botswana,2020-08-27,9.5
Botswana,2020-08-28,8.5
Botswana,2020-08-29,5
Botswana,2020-08-30,8
Botswana,2020-08-31,7.5
Botswana,2020-09-01,9
Botswana,2020-09-02,10
Botswana,2020-09-03,10
Botswana,2020-09-04,7
Botswana,2020-09-05,4
Botswana,2020-09-06,8
Botswana,2020-09-07,6
Botswana,2020-09-08,8.5
Botswana,2020-09-09,8
Botswana,2020-09-10,8.5
Botswana,2020-09-11,NA
Botswana,2020-09-12,NA
Botswana,2020-09-13,NA
Botswana,2020-09-14,NA
Botswana,2020-09-15,NA
Botswana,2020-09-16,NA
Botswana,2020-09-17,NA
Botswana,2020-09-18,NA
Botswana,2020-09-19,NA
Botswana,2020-09-20,NA
Botswana,2020-09-21,NA
Botswana,2020-09-22,NA
Botswana,2020-09-23,NA
Botswana,2020-09-24,NA
Botswana,2020-09-25,NA
Botswana,2020-09-26,NA
Botswana,2020-09-27,NA
Botswana,2020-09-28,NA
Botswana,2020-09-29,NA
Botswana,2020-09-30,NA
Botswana,2020-10-01,NA
Botswana,2020-10-02,NA
Botswana,2020-10-03,NA
Botswana,2020-10-04,NA
Botswana,2020-10-05,NA
Botswana,2020-10-06,NA
Botswana,2020-10-07,NA
Botswana,2020-10-08,NA
Botswana,2020-10-09,NA
Botswana,2020-10-10,NA
Botswana,2020-10-11,NA
Botswana,2020-10-12,NA
Botswana,2020-10-13,NA
Botswana,2020-10-14,NA
Botswana,2020-10-15,NA
Botswana,2020-10-16,NA
Botswana,2020-10-17,NA
Botswana,2020-10-18,NA
Botswana,2020-10-19,NA
Botswana,2020-10-20,NA
Botswana,2020-10-21,NA
Botswana,2020-10-22,NA
Botswana,2020-10-23,NA
Botswana,2020-10-24,NA
Botswana,2020-10-25,NA
Botswana,2020-10-26,NA
Botswana,2020-10-27,NA
Botswana,2020-10-28,NA
Botswana,2020-10-29,NA
Botswana,2020-10-30,NA
Botswana,2020-10-31,NA
Botswana,2020-11-01,NA
Botswana,2020-11-02,NA
Botswana,2020-11-03,NA
Botswana,2020-11-04,NA
Botswana,2020-11-05,NA
Botswana,2020-11-06,NA
Botswana,2020-11-07,NA
Botswana,2020-11-08,NA
Botswana,2020-11-09,NA
Botswana,2020-11-10,NA
Botswana,2020-11-11,NA
Botswana,2020-11-12,NA
Botswana,2020-11-13,NA
Botswana,2020-11-14,NA
Botswana,2020-11-15,NA
Botswana,2020-11-16,NA
Botswana,2020-11-17,NA
Botswana,2020-11-18,NA
Botswana,2020-11-19,NA
Botswana,2020-11-20,NA
Botswana,2020-11-21,NA
Botswana,2020-11-22,NA
Botswana,2020-11-23,NA
Botswana,2020-11-24,NA
Botswana,2020-11-25,NA
Botswana,2020-11-26,NA
Botswana,2020-11-27,NA
Botswana,2020-11-28,NA
Botswana,2020-11-29,NA
Botswana,2020-11-30,NA
Botswana,2020-12-01,NA
Botswana,2020-12-02,NA
Botswana,2020-12-03,NA
Botswana,2020-12-04,NA
Botswana,2020-12-05,NA
Botswana,2020-12-06,NA
Botswana,2020-12-07,NA
Botswana,2020-12-08,NA
Botswana,2020-12-09,NA
Botswana,2020-12-10,NA
Botswana,2020-12-11,NA
Botswana,2020-12-12,NA
Botswana,2020-12-13,NA
Botswana,2020-12-14,NA
Botswana,2020-12-15,NA
Botswana,2020-12-16,NA
Botswana,2020-12-17,NA
Botswana,2020-12-18,NA
Botswana,2020-12-19,NA
Botswana,2020-12-20,NA
Botswana,2020-12-21,NA
Botswana,2020-12-22,NA
Botswana,2020-12-23,NA
Botswana,2020-12-24,NA
Botswana,2020-12-25,NA
Botswana,2020-12-26,NA
Botswana,2020-12-27,NA
Botswana,2020-12-28,NA
Botswana,2020-12-29,NA
Botswana,2020-12-30,NA
Botswana,2020-12-31,NA
Botswana,2021-01-01,NA
Botswana,2021-01-02,NA
Botswana,2021-01-03,NA
Botswana,2021-01-04,NA
Botswana,2021-01-05,NA
Botswana,2021-01-06,NA
Botswana,2021-01-07,NA
Botswana,2021-01-08,NA
Botswana,2021-01-09,NA
Botswana,2021-01-10,NA
Botswana,2021-01-11,NA
Botswana,2021-01-12,NA
Botswana,2021-01-13,NA
Botswana,2021-01-14,NA
Botswana,2021-01-15,NA
Botswana,2021-01-16,NA
Botswana,2021-01-17,NA
Botswana,2021-01-18,NA
Botswana,2021-01-19,NA
Botswana,2021-01-20,NA
Botswana,2021-01-21,NA
Botswana,2021-01-22,NA
Botswana,2021-01-23,NA
Botswana,2021-01-24,NA
Botswana,2021-01-25,NA
Botswana,2021-01-26,NA
Botswana,2021-01-27,NA
Botswana,2021-01-28,NA
Botswana,2021-01-29,NA
Botswana,2021-01-30,NA
Botswana,2021-01-31,NA
Botswana,2021-02-01,NA
Botswana,2021-02-02,NA
Botswana,2021-02-03,NA
Botswana,2021-02-04,NA
Botswana,2021-02-05,NA
Botswana,2021-02-06,NA
Botswana,2021-02-07,NA
Botswana,2021-02-08,NA
Brazil,2020-02-15,NA
Brazil,2020-02-16,NA
Brazil,2020-02-17,NA
Brazil,2020-02-18,NA
Brazil,2020-02-19,NA
Brazil,2020-02-20,NA
Brazil,2020-02-21,NA
Brazil,2020-02-22,NA
Brazil,2020-02-23,NA
Brazil,2020-02-24,NA
Brazil,2020-02-25,NA
Brazil,2020-02-26,NA
Brazil,2020-02-27,NA
Brazil,2020-02-28,NA
Brazil,2020-02-29,NA
Brazil,2020-03-01,NA
Brazil,2020-03-02,NA
Brazil,2020-03-03,NA
Brazil,2020-03-04,NA
Brazil,2020-03-05,NA
Brazil,2020-03-06,NA
Brazil,2020-03-07,NA
Brazil,2020-03-08,NA
Brazil,2020-03-09,NA
Brazil,2020-03-10,NA
Brazil,2020-03-11,NA
Brazil,2020-03-12,NA
Brazil,2020-03-13,NA
Brazil,2020-03-14,NA
Brazil,2020-03-15,NA
Brazil,2020-03-16,NA
Brazil,2020-03-17,NA
Brazil,2020-03-18,NA
Brazil,2020-03-19,NA
Brazil,2020-03-20,NA
Brazil,2020-03-21,NA
Brazil,2020-03-22,NA
Brazil,2020-03-23,NA
Brazil,2020-03-24,NA
Brazil,2020-03-25,NA
Brazil,2020-03-26,NA
Brazil,2020-03-27,NA
Brazil,2020-03-28,NA
Brazil,2020-03-29,NA
Brazil,2020-03-30,NA
Brazil,2020-03-31,NA
Brazil,2020-04-01,NA
Brazil,2020-04-02,NA
Brazil,2020-04-03,NA
Brazil,2020-04-04,NA
Brazil,2020-04-05,NA
Brazil,2020-04-06,NA
Brazil,2020-04-07,NA
Brazil,2020-04-08,NA
Brazil,2020-04-09,NA
Brazil,2020-04-10,NA
Brazil,2020-04-11,NA
Brazil,2020-04-12,NA
Brazil,2020-04-13,NA
Brazil,2020-04-14,NA
Brazil,2020-04-15,NA
Brazil,2020-04-16,NA
Brazil,2020-04-17,NA
Brazil,2020-04-18,NA
Brazil,2020-04-19,NA
Brazil,2020-04-20,NA
Brazil,2020-04-21,NA
Brazil,2020-04-22,NA
Brazil,2020-04-23,NA
Brazil,2020-04-24,NA
Brazil,2020-04-25,NA
Brazil,2020-04-26,NA
Brazil,2020-04-27,NA
Brazil,2020-04-28,NA
Brazil,2020-04-29,NA
Brazil,2020-04-30,NA
Brazil,2020-05-01,NA
Brazil,2020-05-02,NA
Brazil,2020-05-03,NA
Brazil,2020-05-04,NA
Brazil,2020-05-05,NA
Brazil,2020-05-06,NA
Brazil,2020-05-07,NA
Brazil,2020-05-08,NA
Brazil,2020-05-09,NA
Brazil,2020-05-10,NA
Brazil,2020-05-11,NA
Brazil,2020-05-12,NA
Brazil,2020-05-13,NA
Brazil,2020-05-14,NA
Brazil,2020-05-15,NA
Brazil,2020-05-16,NA
Brazil,2020-05-17,NA
Brazil,2020-05-18,NA
Brazil,2020-05-19,NA
Brazil,2020-05-20,NA
Brazil,2020-05-21,NA
Brazil,2020-05-22,NA
Brazil,2020-05-23,NA
Brazil,2020-05-24,NA
Brazil,2020-05-25,NA
Brazil,2020-05-26,NA
Brazil,2020-05-27,NA
Brazil,2020-05-28,NA
Brazil,2020-05-29,NA
Brazil,2020-05-30,NA
Brazil,2020-05-31,NA
Brazil,2020-06-01,NA
Brazil,2020-06-02,NA
Brazil,2020-06-03,NA
Brazil,2020-06-04,NA
Brazil,2020-06-05,NA
Brazil,2020-06-06,NA
Brazil,2020-06-07,NA
Brazil,2020-06-08,NA
Brazil,2020-06-09,NA
Brazil,2020-06-10,NA
Brazil,2020-06-11,NA
Brazil,2020-06-12,NA
Brazil,2020-06-13,NA
Brazil,2020-06-14,NA
Brazil,2020-06-15,NA
Brazil,2020-06-16,NA
Brazil,2020-06-17,NA
Brazil,2020-06-18,NA
Brazil,2020-06-19,NA
Brazil,2020-06-20,NA
Brazil,2020-06-21,NA
Brazil,2020-06-22,NA
Brazil,2020-06-23,NA
Brazil,2020-06-24,NA
Brazil,2020-06-25,NA
Brazil,2020-06-26,NA
Brazil,2020-06-27,NA
Brazil,2020-06-28,NA
Brazil,2020-06-29,NA
Brazil,2020-06-30,NA
Brazil,2020-07-01,NA
Brazil,2020-07-02,NA
Brazil,2020-07-03,NA
Brazil,2020-07-04,NA
Brazil,2020-07-05,NA
Brazil,2020-07-06,NA
Brazil,2020-07-07,NA
Brazil,2020-07-08,NA
Brazil,2020-07-09,NA
Brazil,2020-07-10,NA
Brazil,2020-07-11,NA
Brazil,2020-07-12,NA
Brazil,2020-07-13,NA
Brazil,2020-07-14,NA
Brazil,2020-07-15,NA
Brazil,2020-07-16,NA
Brazil,2020-07-17,NA
Brazil,2020-07-18,NA
Brazil,2020-07-19,NA
Brazil,2020-07-20,NA
Brazil,2020-07-21,NA
Brazil,2020-07-22,NA
Brazil,2020-07-23,NA
Brazil,2020-07-24,NA
Brazil,2020-07-25,NA
Brazil,2020-07-26,NA
Brazil,2020-07-27,NA
Brazil,2020-07-28,NA
Brazil,2020-07-29,NA
Brazil,2020-07-30,NA
Brazil,2020-07-31,NA
Brazil,2020-08-01,NA
Brazil,2020-08-02,NA
Brazil,2020-08-03,NA
Brazil,2020-08-04,NA
Brazil,2020-08-05,NA
Brazil,2020-08-06,NA
Brazil,2020-08-07,NA
Brazil,2020-08-08,NA
Brazil,2020-08-09,NA
Brazil,2020-08-10,NA
Brazil,2020-08-11,NA
Brazil,2020-08-12,NA
Brazil,2020-08-13,NA
Brazil,2020-08-14,NA
Brazil,2020-08-15,NA
Brazil,2020-08-16,NA
Brazil,2020-08-17,NA
Brazil,2020-08-18,NA
Brazil,2020-08-19,NA
Brazil,2020-08-20,NA
Brazil,2020-08-21,NA
Brazil,2020-08-22,NA
Brazil,2020-08-23,NA
Brazil,2020-08-24,NA
Brazil,2020-08-25,NA
Brazil,2020-08-26,NA
Brazil,2020-08-27,NA
Brazil,2020-08-28,NA
Brazil,2020-08-29,NA
Brazil,2020-08-30,NA
Brazil,2020-08-31,NA
Brazil,2020-09-01,NA
Brazil,2020-09-02,NA
Brazil,2020-09-03,NA
Brazil,2020-09-04,NA
Brazil,2020-09-05,NA
Brazil,2020-09-06,NA
Brazil,2020-09-07,NA
Brazil,2020-09-08,NA
Brazil,2020-09-09,NA
Brazil,2020-09-10,NA
Brazil,2020-09-11,NA
Brazil,2020-09-12,NA
Brazil,2020-09-13,NA
Brazil,2020-09-14,NA
Brazil,2020-09-15,NA
Brazil,2020-09-16,NA
Brazil,2020-09-17,NA
Brazil,2020-09-18,NA
Brazil,2020-09-19,NA
Brazil,2020-09-20,NA
Brazil,2020-09-21,NA
Brazil,2020-09-22,NA
Brazil,2020-09-23,NA
Brazil,2020-09-24,NA
Brazil,2020-09-25,NA
Brazil,2020-09-26,NA
Brazil,2020-09-27,NA
Brazil,2020-09-28,NA
Brazil,2020-09-29,NA
Brazil,2020-09-30,NA
Brazil,2020-10-01,NA
Brazil,2020-10-02,NA
Brazil,2020-10-03,NA
Brazil,2020-10-04,NA
Brazil,2020-10-05,NA
Brazil,2020-10-06,NA
Brazil,2020-10-07,NA
Brazil,2020-10-08,NA
Brazil,2020-10-09,NA
Brazil,2020-10-10,NA
Brazil,2020-10-11,NA
Brazil,2020-10-12,NA
Brazil,2020-10-13,NA
Brazil,2020-10-14,NA
Brazil,2020-10-15,NA
Brazil,2020-10-16,NA
Brazil,2020-10-17,NA
Brazil,2020-10-18,NA
Brazil,2020-10-19,NA
Brazil,2020-10-20,NA
Brazil,2020-10-21,NA
Brazil,2020-10-22,NA
Brazil,2020-10-23,NA
Brazil,2020-10-24,NA
Brazil,2020-10-25,NA
Brazil,2020-10-26,NA
Brazil,2020-10-27,NA
Brazil,2020-10-28,NA
Brazil,2020-10-29,NA
Brazil,2020-10-30,NA
Brazil,2020-10-31,NA
Brazil,2020-11-01,NA
Brazil,2020-11-02,NA
Brazil,2020-11-03,NA
Brazil,2020-11-04,NA
Brazil,2020-11-05,NA
Brazil,2020-11-06,NA
Brazil,2020-11-07,NA
Brazil,2020-11-08,NA
Brazil,2020-11-09,NA
Brazil,2020-11-10,NA
Brazil,2020-11-11,NA
Brazil,2020-11-12,NA
Brazil,2020-11-13,NA
Brazil,2020-11-14,NA
Brazil,2020-11-15,NA
Brazil,2020-11-16,NA
Brazil,2020-11-17,NA
Brazil,2020-11-18,NA
Brazil,2020-11-19,NA
Brazil,2020-11-20,NA
Brazil,2020-11-21,NA
Brazil,2020-11-22,NA
Brazil,2020-11-23,NA
Brazil,2020-11-24,NA
Brazil,2020-11-25,NA
Brazil,2020-11-26,NA
Brazil,2020-11-27,NA
Brazil,2020-11-28,NA
Brazil,2020-11-29,NA
Brazil,2020-11-30,NA
Brazil,2020-12-01,NA
Brazil,2020-12-02,NA
Brazil,2020-12-03,NA
Brazil,2020-12-04,NA
Brazil,2020-12-05,NA
Brazil,2020-12-06,NA
Brazil,2020-12-07,NA
Brazil,2020-12-08,NA
Brazil,2020-12-09,NA
Brazil,2020-12-10,NA
Brazil,2020-12-11,NA
Brazil,2020-12-12,NA
Brazil,2020-12-13,NA
Brazil,2020-12-14,NA
Brazil,2020-12-15,NA
Brazil,2020-12-16,NA
Brazil,2020-12-17,NA
Brazil,2020-12-18,NA
Brazil,2020-12-19,NA
Brazil,2020-12-20,NA
Brazil,2020-12-21,NA
Brazil,2020-12-22,NA
Brazil,2020-12-23,NA
Brazil,2020-12-24,NA
Brazil,2020-12-25,NA
Brazil,2020-12-26,NA
Brazil,2020-12-27,NA
Brazil,2020-12-28,NA
Brazil,2020-12-29,NA
Brazil,2020-12-30,NA
Brazil,2020-12-31,NA
Brazil,2021-01-01,NA
Brazil,2021-01-02,NA
Brazil,2021-01-03,NA
Brazil,2021-01-04,NA
Brazil,2021-01-05,NA
Brazil,2021-01-06,NA
Brazil,2021-01-07,NA
Brazil,2021-01-08,NA
Brazil,2021-01-09,NA
Brazil,2021-01-10,NA
Brazil,2021-01-11,NA
Brazil,2021-01-12,NA
Brazil,2021-01-13,NA
Brazil,2021-01-14,NA
Brazil,2021-01-15,NA
Brazil,2021-01-16,NA
Brazil,2021-01-17,NA
Brazil,2021-01-18,NA
Brazil,2021-01-19,NA
Brazil,2021-01-20,NA
Brazil,2021-01-21,NA
Brazil,2021-01-22,NA
Brazil,2021-01-23,NA
Brazil,2021-01-24,NA
Brazil,2021-01-25,NA
Brazil,2021-01-26,NA
Brazil,2021-01-27,NA
Brazil,2021-01-28,NA
Brazil,2021-01-29,NA
Brazil,2021-01-30,NA
Brazil,2021-01-31,NA
Brazil,2021-02-01,NA
Brazil,2021-02-02,NA
Brazil,2021-02-03,NA
Brazil,2021-02-04,NA
Brazil,2021-02-05,NA
Brazil,2021-02-06,NA
Brazil,2021-02-07,NA
Brazil,2021-02-08,NA
Bulgaria,2020-02-15,NA
Bulgaria,2020-02-16,NA
Bulgaria,2020-02-17,NA
Bulgaria,2020-02-18,NA
Bulgaria,2020-02-19,NA
Bulgaria,2020-02-20,NA
Bulgaria,2020-02-21,NA
Bulgaria,2020-02-22,NA
Bulgaria,2020-02-23,NA
Bulgaria,2020-02-24,NA
Bulgaria,2020-02-25,NA
Bulgaria,2020-02-26,NA
Bulgaria,2020-02-27,NA
Bulgaria,2020-02-28,NA
Bulgaria,2020-02-29,NA
Bulgaria,2020-03-01,NA
Bulgaria,2020-03-02,NA
Bulgaria,2020-03-03,NA
Bulgaria,2020-03-04,NA
Bulgaria,2020-03-05,NA
Bulgaria,2020-03-06,NA
Bulgaria,2020-03-07,NA
Bulgaria,2020-03-08,NA
Bulgaria,2020-03-09,NA
Bulgaria,2020-03-10,NA
Bulgaria,2020-03-11,NA
Bulgaria,2020-03-12,NA
Bulgaria,2020-03-13,NA
Bulgaria,2020-03-14,NA
Bulgaria,2020-03-15,NA
Bulgaria,2020-03-16,NA
Bulgaria,2020-03-17,NA
Bulgaria,2020-03-18,NA
Bulgaria,2020-03-19,NA
Bulgaria,2020-03-20,NA
Bulgaria,2020-03-21,NA
Bulgaria,2020-03-22,NA
Bulgaria,2020-03-23,NA
Bulgaria,2020-03-24,NA
Bulgaria,2020-03-25,NA
Bulgaria,2020-03-26,NA
Bulgaria,2020-03-27,NA
Bulgaria,2020-03-28,NA
Bulgaria,2020-03-29,NA
Bulgaria,2020-03-30,NA
Bulgaria,2020-03-31,NA
Bulgaria,2020-04-01,NA
Bulgaria,2020-04-02,NA
Bulgaria,2020-04-03,NA
Bulgaria,2020-04-04,NA
Bulgaria,2020-04-05,NA
Bulgaria,2020-04-06,NA
Bulgaria,2020-04-07,NA
Bulgaria,2020-04-08,NA
Bulgaria,2020-04-09,NA
Bulgaria,2020-04-10,NA
Bulgaria,2020-04-11,NA
Bulgaria,2020-04-12,NA
Bulgaria,2020-04-13,NA
Bulgaria,2020-04-14,NA
Bulgaria,2020-04-15,NA
Bulgaria,2020-04-16,NA
Bulgaria,2020-04-17,NA
Bulgaria,2020-04-18,NA
Bulgaria,2020-04-19,NA
Bulgaria,2020-04-20,NA
Bulgaria,2020-04-21,NA
Bulgaria,2020-04-22,NA
Bulgaria,2020-04-23,NA
Bulgaria,2020-04-24,NA
Bulgaria,2020-04-25,NA
Bulgaria,2020-04-26,NA
Bulgaria,2020-04-27,NA
Bulgaria,2020-04-28,NA
Bulgaria,2020-04-29,NA
Bulgaria,2020-04-30,NA
Bulgaria,2020-05-01,NA
Bulgaria,2020-05-02,NA
Bulgaria,2020-05-03,NA
Bulgaria,2020-05-04,NA
Bulgaria,2020-05-05,NA
Bulgaria,2020-05-06,NA
Bulgaria,2020-05-07,NA
Bulgaria,2020-05-08,NA
Bulgaria,2020-05-09,NA
Bulgaria,2020-05-10,NA
Bulgaria,2020-05-11,NA
Bulgaria,2020-05-12,NA
Bulgaria,2020-05-13,NA
Bulgaria,2020-05-14,NA
Bulgaria,2020-05-15,NA
Bulgaria,2020-05-16,NA
Bulgaria,2020-05-17,NA
Bulgaria,2020-05-18,NA
Bulgaria,2020-05-19,NA
Bulgaria,2020-05-20,NA
Bulgaria,2020-05-21,NA
Bulgaria,2020-05-22,NA
Bulgaria,2020-05-23,NA
Bulgaria,2020-05-24,NA
Bulgaria,2020-05-25,NA
Bulgaria,2020-05-26,NA
Bulgaria,2020-05-27,NA
Bulgaria,2020-05-28,NA
Bulgaria,2020-05-29,NA
Bulgaria,2020-05-30,NA
Bulgaria,2020-05-31,NA
Bulgaria,2020-06-01,NA
Bulgaria,2020-06-02,NA
Bulgaria,2020-06-03,NA
Bulgaria,2020-06-04,NA
Bulgaria,2020-06-05,NA
Bulgaria,2020-06-06,NA
Bulgaria,2020-06-07,NA
Bulgaria,2020-06-08,NA
Bulgaria,2020-06-09,NA
Bulgaria,2020-06-10,NA
Bulgaria,2020-06-11,NA
Bulgaria,2020-06-12,NA
Bulgaria,2020-06-13,NA
Bulgaria,2020-06-14,NA
Bulgaria,2020-06-15,NA
Bulgaria,2020-06-16,NA
Bulgaria,2020-06-17,NA
Bulgaria,2020-06-18,NA
Bulgaria,2020-06-19,NA
Bulgaria,2020-06-20,NA
Bulgaria,2020-06-21,NA
Bulgaria,2020-06-22,NA
Bulgaria,2020-06-23,NA
Bulgaria,2020-06-24,NA
Bulgaria,2020-06-25,NA
Bulgaria,2020-06-26,NA
Bulgaria,2020-06-27,NA
Bulgaria,2020-06-28,NA
Bulgaria,2020-06-29,NA
Bulgaria,2020-06-30,NA
Bulgaria,2020-07-01,NA
Bulgaria,2020-07-02,NA
Bulgaria,2020-07-03,NA
Bulgaria,2020-07-04,NA
Bulgaria,2020-07-05,NA
Bulgaria,2020-07-06,NA
Bulgaria,2020-07-07,NA
Bulgaria,2020-07-08,NA
Bulgaria,2020-07-09,NA
Bulgaria,2020-07-10,NA
Bulgaria,2020-07-11,NA
Bulgaria,2020-07-12,NA
Bulgaria,2020-07-13,NA
Bulgaria,2020-07-14,NA
Bulgaria,2020-07-15,NA
Bulgaria,2020-07-16,NA
Bulgaria,2020-07-17,NA
Bulgaria,2020-07-18,NA
Bulgaria,2020-07-19,NA
Bulgaria,2020-07-20,NA
Bulgaria,2020-07-21,NA
Bulgaria,2020-07-22,NA
Bulgaria,2020-07-23,NA
Bulgaria,2020-07-24,NA
Bulgaria,2020-07-25,NA
Bulgaria,2020-07-26,NA
Bulgaria,2020-07-27,NA
Bulgaria,2020-07-28,NA
Bulgaria,2020-07-29,NA
Bulgaria,2020-07-30,NA
Bulgaria,2020-07-31,NA
Bulgaria,2020-08-01,NA
Bulgaria,2020-08-02,NA
Bulgaria,2020-08-03,NA
Bulgaria,2020-08-04,NA
Bulgaria,2020-08-05,NA
Bulgaria,2020-08-06,NA
Bulgaria,2020-08-07,NA
Bulgaria,2020-08-08,NA
Bulgaria,2020-08-09,NA
Bulgaria,2020-08-10,NA
Bulgaria,2020-08-11,NA
Bulgaria,2020-08-12,NA
Bulgaria,2020-08-13,NA
Bulgaria,2020-08-14,NA
Bulgaria,2020-08-15,NA
Bulgaria,2020-08-16,NA
Bulgaria,2020-08-17,-1.5666666666666667
Bulgaria,2020-08-18,-0.65
Bulgaria,2020-08-19,-0.5423728813559322
Bulgaria,2020-08-20,-1.1
Bulgaria,2020-08-21,-2.0338983050847457
Bulgaria,2020-08-22,-6.821428571428571
Bulgaria,2020-08-23,-10.65
Bulgaria,2020-08-24,-1.4166666666666667
Bulgaria,2020-08-25,0.38333333333333336
Bulgaria,2020-08-26,-1.5
Bulgaria,2020-08-27,-2.216666666666667
Bulgaria,2020-08-28,-2.7333333333333334
Bulgaria,2020-08-29,-6.928571428571429
Bulgaria,2020-08-30,-10.6
Bulgaria,2020-08-31,-1.5166666666666666
Bulgaria,2020-09-01,-1.3833333333333333
Bulgaria,2020-09-02,-1.9
Bulgaria,2020-09-03,-2.4833333333333334
Bulgaria,2020-09-04,-1.271186440677966
Bulgaria,2020-09-05,-7.571428571428571
Bulgaria,2020-09-06,-9.3
Bulgaria,2020-09-07,NA
Bulgaria,2020-09-08,-2.8688524590163933
Bulgaria,2020-09-09,-2.966666666666667
Bulgaria,2020-09-10,-4.131147540983607
Bulgaria,2020-09-11,NA
Bulgaria,2020-09-12,NA
Bulgaria,2020-09-13,NA
Bulgaria,2020-09-14,NA
Bulgaria,2020-09-15,NA
Bulgaria,2020-09-16,NA
Bulgaria,2020-09-17,NA
Bulgaria,2020-09-18,NA
Bulgaria,2020-09-19,NA
Bulgaria,2020-09-20,NA
Bulgaria,2020-09-21,NA
Bulgaria,2020-09-22,NA
Bulgaria,2020-09-23,NA
Bulgaria,2020-09-24,NA
Bulgaria,2020-09-25,NA
Bulgaria,2020-09-26,NA
Bulgaria,2020-09-27,NA
Bulgaria,2020-09-28,NA
Bulgaria,2020-09-29,NA
Bulgaria,2020-09-30,NA
Bulgaria,2020-10-01,NA
Bulgaria,2020-10-02,NA
Bulgaria,2020-10-03,NA
Bulgaria,2020-10-04,NA
