study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_AN,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,X002_02B,V002,V002A,V002A_01,V001,V001A,V001A_01,X007,X026,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050506,6418,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,39,16.28,17.07,20180226,NA,NA,NA,128,en,1.30021817647794,2.8324437360179,0.56,UKG,UKG2,NA,NA,1,1,1,1,3,3,1,2,4,7,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,4,1,1,2,4,4,4,2,2,1,2,1,4,2,2,2,3,3,3,3,1,2,2,1,2,1,3,1,3,2,2,3,3,5,9,8,6,2,1,1,3,1,1,3,1,2,2,3,1,2,1,2,1,4,4,1,3,1,NA,82602,5,10,10,10,8,10,10,8,5,10,4,3,3,2,2,4,4,4,3,2,4,1,3,NA,1,1,1,1,1,1,10,1,4,1,1,10,1,1,1,5,1,1,1,1,1,1,3,3,2,3,3,1,1,3,3,2,1982,36,3,2,1,826,GB,0,NA,-1,0,NA,-1,4,1,5,6,1,1,NA,NA,0,1,0,1,5,NA,3,93,NA,6,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050507,6418,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,50,15.28,16.18,20180316,NA,NA,NA,128,en,1.23131429057446,2.8324437360179,0.56,UKG,UKG2,NA,NA,1,1,1,1,3,1,3,1,1,9,10,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,4,1,2,2,4,4,3,2,4,1,1,2,3,3,2,4,4,4,4,4,1,3,1,2,2,0,3,1,3,1,2,2,2,7,7,5,4,3,3,2,4,3,3,3,3,4,4,3,4,3,3,3,3,5,3,2,2,1,NA,82601,5,1,10,5,7,8,10,3,3,10,6,1,1,1,4,2,4,2,2,2,4,8,4,NA,6,2,1,0,0,0,5,1,7,1,2,10,4,5,10,9,5,5,2,7,1,1,3,3,4,1,1,2,2,2,3,2,1968,50,4,3,1,826,GB,1,826,GB,1,826,GB,6,1,1,3,2,1,NA,NA,0,1,0,1,2,NA,1,94,NA,7,NA,NA,NA,5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050508,6418,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,52,13.37,14.29,20180308,NA,NA,NA,128,en,0.779631217581302,2.8324437360179,0.56,UKG,UKG2,NA,NA,1,1,2,2,3,2,2,2,2,7,7,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,4,3,3,4,4,2,2,4,4,1,2,2,3,2,2,3,3,3,1,3,1,3,3,1,1,1,2,1,3,1,1,2,2,5,8,2,2,2,2,1,3,3,3,3,3,4,4,3,3,3,2,3,2,6,4,2,4,1,NA,82603,7,5,8,7,9,9,8,4,9,8,6,1,1,1,3,2,3,2,1,3,4,0,4,NA,5,1,1,0,0,1,7,1,6,2,2,6,2,7,7,8,7,6,3,3,1,2,3,3,3,3,2,2,3,4,4,2,1976,42,3,2,1,826,GB,1,826,GB,1,826,GB,6,1,2,4,7,3,NA,NA,0,1,0,1,3,NA,NA,73,NA,6,NA,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050509,6418,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,59,14.55,15.54,20180308,NA,NA,NA,128,en,0.706457975398432,2.8324437360179,0.56,UKG,UKG2,NA,NA,1,1,1,1,2,4,3,1,2,8,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,2,5,2,4,2,4,4,4,4,5,1,2,2,4,2,2,2,4,4,3,4,1,2,4,1,2,1,1,1,2,1,2,1,2,6,9,3,4,4,3,2,2,2,2,3,1,2,2,3,3,2,3,1,3,6,4,3,4,1,NA,82666,1,1,10,1,1,10,10,1,10,10,5,1,1,1,4,3,4,2,1,4,4,0,6,NA,7,2,NA,NA,NA,NA,1,1,2,1,1,10,5,6,10,2,5,8,1,1,1,2,5,1,1,3,2,2,1,1,2,1,1958,60,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,7,3,5,3,5,3,5,3,4,4,2,26,NA,1,43,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050510,6418,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,52,9.59,10.51,20180313,NA,NA,NA,128,en,1.03201999618975,2.8324437360179,0.56,UKG,UKG2,NA,NA,1,1,1,3,2,3,3,2,2,9,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,2,2,4,2,4,3,3,3,3,2,2,1,2,2,2,2,2,2,3,3,2,2,1,4,4,1,2,1,1,NA,1,1,2,2,2,6,6,3,5,3,3,2,3,3,2,2,2,2,2,2,3,3,2,2,3,6,3,3,4,1,NA,82666,5,1,10,8,2,8,10,2,2,10,7,1,1,1,3,3,4,3,1,3,4,0,8,NA,7,3,0,0,0,0,1,2,3,2,2,10,6,8,8,8,7,7,2,1,1,2,4,2,3,2,2,2,2,3,3,1,1938,80,6,3,1,826,GB,1,826,GB,1,826,GB,5,1,2,1,2,1,NA,NA,0,1,0,1,4,NA,NA,12,NA,4,NA,NA,NA,5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050511,6418,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,38,14.56,15.34,20180313,NA,NA,NA,128,en,0.573216850015966,2.8324437360179,0.56,UKG,UKG2,NA,NA,1,1,2,2,2,3,3,2,2,9,8,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,1,2,3,4,4,4,4,5,1,2,2,2,2,2,3,4,3,2,4,1,2,2,4,3,1,1,3,2,1,3,2,3,6,6,7,5,3,3,1,3,4,1,2,3,4,4,3,3,3,2,2,3,4,3,3,4,1,NA,82601,8,2,10,10,2,5,9,5,3,10,7,1,1,2,4,3,3,2,2,4,4,0,8,NA,4,1,1,0,0,0,4,5,6,4,1,9,3,9,9,7,1,6,2,1,1,1,3,4,3,2,2,3,2,2,1,2,1956,62,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,3,2,6,3,2,1,2,1,0,1,4,1,1,23,NA,4,33,NA,NA,9
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050512,6418,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,63,11.16,12.19,20180214,NA,NA,NA,128,en,0.619185969361301,2.8324437360179,0.56,UKG,UKG2,NA,NA,1,1,1,1,1,1,4,1,2,9,8,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,2,4,2,4,2,3,2,4,1,2,1,2,2,2,2,4,4,4,4,3,4,4,2,3,1,2,3,1,1,2,1,1,3,1,8,8,4,4,3,3,3,3,3,3,4,4,3,3,4,3,3,4,7,4,4,4,1,NA,82666,9,1,10,10,1,10,10,9,7,10,8,2,1,1,4,4,4,3,1,3,4,0,8,NA,7,3,0,0,0,0,1,3,3,4,1,10,8,10,7,5,4,7,6,1,1,2,4,3,2,1,2,1,2,4,3,1,1947,71,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,1,2,8,3,7,3,0,1,0,1,4,4,1,23,NA,6,23,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050513,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,41,16.3,17.11,20180224,NA,NA,NA,128,en,2.08209021170014,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,1,2,3,1,3,2,1,9,8,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,1,3,2,3,2,3,1,2,1,2,2,2,1,4,4,2,4,3,1,4,3,2,1,3,1,2,2,3,2,2,4,8,8,5,1,2,2,3,3,2,3,2,2,2,3,2,3,2,2,2,7,3,2,1,2,NA,82602,6,8,5,6,10,8,5,7,4,9,6,1,1,3,2,2,2,3,2,2,3,0,8,NA,5,NA,0,1,1,1,7,1,5,1,1,1,6,1,7,8,5,7,6,8,1,1,4,3,3,2,2,2,2,4,4,1,1990,28,2,1,1,826,GB,1,826,GB,1,826,GB,6,2,1,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,2,13,NA,NA,NA,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050514,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,59,15.28,16.27,20180221,NA,NA,NA,128,en,0.999086432563774,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,2,2,3,4,3,2,2,7,7,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,2,4,3,3,3,4,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,1,4,1,2,0,NA,1,3,1,2,3,3,7,7,5,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2,7,4,3,4,1,NA,82601,6,1,10,7,1,8,10,5,6,10,7,1,1,1,4,3,4,2,1,4,3,0,8,NA,7,2,0,0,0,0,3,1,1,1,1,5,1,6,7,7,4,3,1,6,1,1,3,3,3,2,2,2,2,2,3,1,1943,75,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,4,2,5,3,8,3,0,1,4,4,2,21,NA,4,23,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050515,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,53,11.01,11.54,20180226,NA,NA,NA,128,en,0.999086432563774,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,1,1,2,4,3,2,NA,8,10,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,2,5,2,5,NA,4,2,1,1,1,1,1,1,2,1,1,1,4,NA,NA,4,2,1,3,4,2,1,1,1,2,1,3,3,3,8,5,1,1,1,3,1,1,4,3,2,2,4,4,2,2,2,3,1,1,7,4,4,4,1,NA,82601,1,1,10,9,1,10,10,3,8,10,9,2,1,1,4,NA,NA,2,1,4,4,2,4,NA,5,2,0,0,0,0,4,1,1,1,1,10,1,10,10,1,5,2,1,8,1,1,4,3,2,1,1,1,1,4,4,1,1942,76,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,0,2,4,2,6,3,0,1,0,1,4,4,2,71,NA,7,61,NA,NA,3
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050516,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,41,12.17,12.58,20180217,NA,NA,NA,128,en,1.46909964308735,2.8324437360179,0.56,UKG,UKG1,NA,NA,1,1,1,1,2,1,3,2,1,8,8,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,5,3,3,2,4,5,3,2,4,1,2,2,2,2,2,3,4,4,4,3,1,3,4,2,3,1,2,1,2,2,2,2,2,5,10,5,1,2,4,2,4,4,2,2,2,3,3,3,3,2,2,2,2,7,4,2,4,1,NA,82602,10,1,10,7,2,10,10,3,10,10,8,2,1,1,4,2,3,NA,2,3,4,0,8,NA,7,2,0,0,0,0,2,1,6,3,1,10,5,8,8,10,5,10,3,5,1,1,3,3,2,2,2,1,1,1,2,1,1971,47,4,2,1,826,GB,1,826,GB,1,826,GB,1,1,2,4,4,2,5,3,NA,NA,NA,NA,1,1,2,13,NA,8,22,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050517,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,47,9.56,10.43,20180219,NA,NA,NA,128,en,0.573216850015966,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,1,1,2,3,2,1,1,10,10,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,2,4,2,4,2,4,4,4,4,3,1,2,1,2,2,2,2,3,3,2,2,1,3,1,2,2,0,3,1,2,1,2,2,3,7,8,5,5,3,1,1,2,2,2,2,3,3,3,3,3,2,2,2,2,8,3,3,4,1,NA,82601,7,7,10,10,1,10,10,1,8,10,10,1,1,1,3,3,4,2,1,4,4,2,7,NA,5,1,1,1,1,1,5,1,7,1,1,10,1,10,10,10,4,7,1,7,1,1,4,2,2,2,2,1,1,4,3,2,1963,55,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,3,6,3,7,3,NA,NA,NA,NA,2,1,3,34,NA,4,12,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050518,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,61,11.47,12.48,20180220,NA,NA,NA,128,en,0.502104039820022,2.8324437360179,0.56,UKG,UKG1,NA,NA,1,1,1,1,1,4,4,1,1,10,10,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,2,5,2,4,1,4,4,3,2,3,1,1,1,2,2,2,3,4,4,4,1,3,1,2,4,3,1,1,2,1,1,1,1,2,3,7,7,8,4,2,2,2,2,3,3,1,1,1,4,3,3,2,3,1,3,4,2,4,1,NA,82603,7,1,10,9,1,10,10,1,9,10,6,1,1,1,4,2,4,1,1,2,4,0,8,NA,7,3,0,0,0,0,1,1,1,1,1,10,4,9,10,9,2,4,4,1,1,3,5,2,4,2,2,3,1,4,2,2,1940,78,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,7,3,6,3,6,3,7,3,4,4,1,13,NA,1,23,NA,NA,7
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050519,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,32,14.57,15.29,20180310,NA,NA,NA,128,en,0.90993274021388,2.8324437360179,0.56,UKG,UKG1,NA,NA,1,1,2,2,2,1,2,1,1,9,9,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,2,5,2,4,2,4,4,2,3,4,1,2,2,3,2,2,2,3,4,3,3,1,3,1,3,1,1,1,1,2,1,3,2,3,4,3,8,5,3,2,1,3,2,1,3,2,2,2,3,2,3,2,1,3,4,4,3,4,1,NA,82602,9,4,10,7,1,5,10,10,9,10,8,1,1,1,4,2,3,3,1,2,4,1,2,NA,4,1,1,0,0,1,6,1,2,1,1,10,3,10,10,4,2,9,1,2,1,1,5,3,4,2,2,2,2,2,2,1,1973,45,4,2,1,826,GB,1,826,GB,1,826,GB,1,1,2,4,8,3,7,3,2,1,0,1,1,1,1,23,NA,4,13,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050520,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,40,16.34,17.14,20180221,NA,NA,NA,128,en,0.706457975398432,2.8324437360179,0.56,UKG,UKG1,NA,NA,1,1,2,1,3,4,3,1,2,9,8,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,5,3,3,2,5,4,4,4,4,1,2,2,2,2,2,3,4,4,2,4,3,1,2,1,2,0,2,1,3,2,2,3,3,7,8,6,7,8,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,4,2,3,4,1,NA,82601,7,3,8,8,2,8,9,6,8,8,7,1,1,1,4,3,4,3,1,3,4,2,4,NA,6,2,1,0,0,0,2,1,2,1,1,8,1,8,7,7,6,3,2,4,1,2,3,3,3,1,2,2,1,3,3,1,1959,59,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,0,2,6,3,2,1,0,1,0,1,4,2,2,34,NA,6,52,NA,NA,5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050521,2945,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,44,15.33,16.17,20180228,NA,NA,NA,128,en,1.17818460807729,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,1,1,2,1,4,1,1,7,7,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,4,1,1,NA,5,4,3,4,4,2,2,2,3,3,3,3,3,3,3,3,1,3,2,3,2,1,3,2,2,1,2,1,1,7,6,8,3,3,4,2,4,4,2,4,2,4,4,4,4,3,2,3,2,1,2,3,4,1,NA,82607,3,1,10,5,1,6,10,1,4,10,3,1,1,2,3,2,3,3,3,NA,4,0,8,NA,7,2,0,0,0,0,1,1,8,6,1,6,5,6,10,10,10,10,1,10,1,2,2,4,3,2,3,3,1,4,4,1,1963,55,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,3,3,2,1,2,1,5,3,0,1,1,5,2,75,NA,8,53,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050522,6678,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,57,15.15,16.12,20180318,NA,NA,NA,128,en,0.502404733602439,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,1,1,2,2,3,1,1,9,7,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,4,2,4,2,4,3,2,2,4,1,2,2,3,2,2,3,3,3,3,3,3,1,4,2,3,0,1,3,1,1,1,1,3,4,8,9,7,6,3,2,4,3,2,3,3,2,2,4,3,3,2,2,2,1,4,2,1,1,NA,82603,9,2,9,7,5,10,10,2,6,10,6,2,1,1,3,2,3,2,1,3,4,0,8,NA,4,1,1,0,0,0,6,1,7,2,1,10,6,8,8,7,4,7,6,1,1,4,4,1,2,2,2,3,2,3,2,2,1952,66,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,7,3,7,3,0,1,0,1,2,4,2,23,NA,6,25,NA,NA,9
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050523,6678,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,66,15.53,16.59,20180220,NA,NA,NA,128,en,0.706457975398432,2.8324437360179,0.56,UKG,UKG1,NA,NA,1,1,1,1,2,2,1,2,3,8,6,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,3,3,4,4,2,3,4,5,1,2,1,3,3,3,3,4,4,2,4,4,3,1,4,2,0,1,1,1,2,3,3,3,7,3,5,6,3,3,2,3,3,2,2,4,3,3,3,3,4,1,2,3,5,4,3,4,2,NA,82606,3,1,10,8,2,10,10,3,3,10,7,3,3,1,4,3,3,4,1,3,4,8,6,NA,2,1,1,1,0,1,10,2,2,1,2,3,1,1,4,4,2,2,1,5,1,3,3,3,1,3,3,3,2,3,2,1,1956,62,5,3,1,826,GB,0,191,HR,1,826,GB,1,1,1,3,6,3,2,1,6,3,NA,NA,8,8,2,25,NA,2,41,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050524,6678,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,53,12.28,13.21,20180225,NA,NA,NA,128,en,0.738315366568872,2.8324437360179,0.56,UKG,UKG1,NA,NA,1,1,1,1,2,1,2,1,2,8,8,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,2,4,3,3,3,4,2,4,4,4,1,2,1,2,2,2,2,4,4,2,4,1,2,1,4,2,0,1,1,2,2,3,3,3,7,8,5,4,5,2,2,3,4,2,3,2,2,2,3,3,3,4,2,3,7,2,2,3,1,NA,82601,5,7,10,8,5,8,10,3,1,10,7,2,1,1,2,2,2,3,2,3,4,1,8,NA,5,1,1,0,0,1,4,1,2,1,1,10,3,6,6,3,7,4,1,1,1,2,5,2,2,1,2,1,1,2,3,2,1966,52,4,3,1,826,GB,1,826,GB,1,826,GB,1,1,1,3,6,3,3,2,6,3,7,3,1,1,2,12,NA,1,21,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050525,6678,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,43,14.16,14.59,20180318,NA,NA,NA,128,en,0.779631217581302,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,1,1,1,1,3,2,2,7,7,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,5,2,4,2,4,3,4,3,3,1,2,2,2,2,2,2,4,4,3,3,3,4,2,4,3,1,1,2,1,1,1,1,2,3,1,8,9,5,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,4,3,4,1,NA,82602,10,1,10,10,1,10,10,8,6,10,6,2,1,2,4,2,4,3,2,3,4,0,8,NA,7,3,0,0,0,0,1,2,2,2,1,10,2,10,10,5,10,10,2,1,1,2,5,2,3,2,3,2,3,1,4,2,1974,44,3,2,1,826,GB,1,826,GB,1,826,GB,1,1,2,4,7,3,7,3,5,3,0,1,2,1,2,NA,NA,1,26,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050526,6678,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,43,12.24,13.07,20180220,NA,NA,NA,128,en,0.502104039820022,2.8324437360179,0.56,UKG,UKG1,NA,NA,2,1,2,2,3,1,1,2,2,9,9,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,1,1,2,4,5,4,2,1,2,2,1,2,1,2,2,2,2,2,3,1,1,1,3,2,3,2,1,1,1,2,1,3,2,3,7,10,7,10,8,1,2,4,2,2,3,3,4,4,4,3,3,3,3,4,6,2,2,1,2,NA,82601,9,3,9,7,8,8,9,9,9,9,7,3,2,1,4,3,4,1,2,3,3,1,1,NA,1,1,1,1,1,1,10,1,1,1,1,5,1,1,5,1,1,1,1,8,1,2,5,3,2,2,2,1,1,3,1,2,1939,79,6,3,2,616,PL,0,40,AT,0,40,AT,3,1,3,1,5,3,NA,NA,0,1,0,1,2,NA,2,26,NA,2,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050527,6678,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,37,13.36,14.13,20180225,NA,NA,NA,128,en,0.502104039820022,2.8324437360179,0.56,UKG,UKG1,NA,NA,1,1,1,1,2,2,1,1,2,10,9,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,1,2,2,4,4,2,4,4,2,2,1,2,1,3,2,2,2,3,3,3,3,1,2,4,1,2,0,3,1,1,2,3,3,3,5,6,5,1,1,1,1,2,3,1,1,1,1,1,1,2,2,2,1,1,7,3,2,2,4,NA,82601,5,1,8,8,6,2,7,3,7,10,7,1,1,1,3,2,3,2,1,3,4,2,2,NA,2,1,1,0,0,1,10,1,1,1,1,3,1,3,5,6,1,1,1,7,1,1,3,2,2,1,2,1,1,4,3,2,1942,76,6,3,1,826,GB,1,826,GB,1,826,GB,3,1,4,1,7,3,NA,NA,0,1,0,1,2,NA,2,43,NA,7,NA,NA,NA,2
